concept_name,concept_table,MICU,SICU,gap,feature_new_name
SOLIFENACIN SUCCINATE                                                                                                                                                                                                                                          ,adm,0.0001756543123132,8.340979230954757e-05,9.224452000371686e-05,SOLIFENACIN SUCCINATE                                                                                                                                                                                                                                          
SOLU-CORTEF                                                                                                                                                                                                                                                    ,adm,0.0001171028748755,0.000166819584619,4.971670974358553e-05,SOLU-CORTEF                                                                                                                                                                                                                                                    
SOLU-MEDROL                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,SOLU-MEDROL                                                                                                                                                                                                                                                    
SOMA                                                                                                                                                                                                                                                           ,adm,0.0007611686866908,0.0005838685461668,0.0001773001405239,SOMA                                                                                                                                                                                                                                                           
SOMATROPIN                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SOMATROPIN                                                                                                                                                                                                                                                     
SORBITOL                                                                                                                                                                                                                                                       ,adm,0.0001756543123132,0.0,0.0001756543123132,SORBITOL                                                                                                                                                                                                                                                       
SOTALOL                                                                                                                                                                                                                                                        ,adm,0.0011124773113173,0.0015013762615718,0.0003888989502545,SOTALOL                                                                                                                                                                                                                                                        
SOTALOL HCL                                                                                                                                                                                                                                                    ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SOTALOL HCL                                                                                                                                                                                                                                                    
SPIRIVA                                                                                                                                                                                                                                                        ,adm,0.0090169213654142,0.0110935023771698,0.0020765810117555,SPIRIVA                                                                                                                                                                                                                                                        
SPIRONOLACTONE                                                                                                                                                                                                                                                 ,adm,0.0036301891211407,0.0085912086078834,0.0049610194867426,SPIRONOLACTONE                                                                                                                                                                                                                                                 
SPIRONOLACTONE-HCTZ                                                                                                                                                                                                                                            ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SPIRONOLACTONE-HCTZ                                                                                                                                                                                                                                            
SPIRONOLACTONE/HYDROCHLOROTHIAZIDE                                                                                                                                                                                                                             ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,SPIRONOLACTONE/HYDROCHLOROTHIAZIDE                                                                                                                                                                                                                             
SPORANOX                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,SPORANOX                                                                                                                                                                                                                                                       
SPRINTEC                                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SPRINTEC                                                                                                                                                                                                                                                       
ST. JOHN'S WORT                                                                                                                                                                                                                                                ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,ST. JOHN'S WORT                                                                                                                                                                                                                                                
STALEVO 100                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,STALEVO 100                                                                                                                                                                                                                                                    
STALEVO 200                                                                                                                                                                                                                                                    ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,STALEVO 200                                                                                                                                                                                                                                                    
STARLIX                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,STARLIX                                                                                                                                                                                                                                                        
STAXYN                                                                                                                                                                                                                                                         ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,STAXYN                                                                                                                                                                                                                                                         
STOOL SOFTENER                                                                                                                                                                                                                                                 ,adm,5.855143743775481e-05,0.0003336391692381,0.0002750877318004,STOOL SOFTENER                                                                                                                                                                                                                                                 
SUBLIMAZE                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,SUBLIMAZE                                                                                                                                                                                                                                                      
SUBOXONE                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0002502293769286,0.0001916779394908,SUBOXONE                                                                                                                                                                                                                                                       
SUCRALFATE                                                                                                                                                                                                                                                     ,adm,0.0010539258738795,0.0007506881307859,0.0003032377430936,SUCRALFATE                                                                                                                                                                                                                                                     
SUDAFED                                                                                                                                                                                                                                                        ,adm,0.0001171028748755,0.000166819584619,4.971670974358553e-05,SUDAFED                                                                                                                                                                                                                                                        
SULFACETAMIDE                                                                                                                                                                                                                                                  ,adm,0.0001756543123132,0.0,0.0001756543123132,SULFACETAMIDE                                                                                                                                                                                                                                                  
SULFADIAZINE                                                                                                                                                                                                                                                   ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,SULFADIAZINE                                                                                                                                                                                                                                                   
SULFAMETHOXAZOLE-TRIMETHOPRIM                                                                                                                                                                                                                                  ,adm,0.000468411499502,0.0005004587538572,3.204725435524699e-05,SULFAMETHOXAZOLE-TRIMETHOPRIM                                                                                                                                                                                                                                  
SULFAMETHOXAZOLE/TRIMETHOPRIM                                                                                                                                                                                                                                  ,adm,0.0,0.0002502293769286,0.0002502293769286,SULFAMETHOXAZOLE/TRIMETHOPRIM                                                                                                                                                                                                                                  
SULFAMYLON                                                                                                                                                                                                                                                     ,adm,0.0001756543123132,8.340979230954757e-05,9.224452000371686e-05,SULFAMYLON                                                                                                                                                                                                                                                     
SULFASALAZINE                                                                                                                                                                                                                                                  ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05,SULFASALAZINE                                                                                                                                                                                                                                                  
SULFAZINE                                                                                                                                                                                                                                                      ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SULFAZINE                                                                                                                                                                                                                                                      
SULINDAC                                                                                                                                                                                                                                                       ,adm,0.0,0.0004170489615477,0.0004170489615477,SULINDAC                                                                                                                                                                                                                                                       
SUMATRIPTAN                                                                                                                                                                                                                                                    ,adm,0.0001756543123132,0.0006672783384763,0.0004916240261631,SUMATRIPTAN                                                                                                                                                                                                                                                    
SUPER B COMPLEX                                                                                                                                                                                                                                                ,adm,5.855143743775481e-05,0.0003336391692381,0.0002750877318004,SUPER B COMPLEX                                                                                                                                                                                                                                                
SUPREP                                                                                                                                                                                                                                                         ,adm,0.0,0.000166819584619,0.000166819584619,SUPREP                                                                                                                                                                                                                                                         
SUSTIVA                                                                                                                                                                                                                                                        ,adm,0.0001171028748755,0.0,0.0001171028748755,SUSTIVA                                                                                                                                                                                                                                                        
SUTENT                                                                                                                                                                                                                                                         ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SUTENT                                                                                                                                                                                                                                                         
SYMAX                                                                                                                                                                                                                                                          ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SYMAX                                                                                                                                                                                                                                                          
SYMBICORT                                                                                                                                                                                                                                                      ,adm,0.0057380408688999,0.0087580281925024,0.0030199873236025,SYMBICORT                                                                                                                                                                                                                                                      
SYMBYAX                                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,SYMBYAX                                                                                                                                                                                                                                                        
SYMLIN                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,SYMLIN                                                                                                                                                                                                                                                         
SYNALAR                                                                                                                                                                                                                                                        ,adm,0.0,0.0002502293769286,0.0002502293769286,SYNALAR                                                                                                                                                                                                                                                        
SYNTHROID                                                                                                                                                                                                                                                      ,adm,0.0103636044264826,0.014930352823409,0.0045667483969264,SYNTHROID                                                                                                                                                                                                                                                      
SYSTANE                                                                                                                                                                                                                                                        ,adm,0.0002927571871887,0.0002502293769286,4.252781026013134e-05,SYSTANE                                                                                                                                                                                                                                                        
SYSTANE BALANCE                                                                                                                                                                                                                                                ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,SYSTANE BALANCE                                                                                                                                                                                                                                                
SYSTANE LIQUID GEL                                                                                                                                                                                                                                             ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,SYSTANE LIQUID GEL                                                                                                                                                                                                                                             
Site,lab,0.0048597693073336,0.0098423554925266,0.0049825861851929,Site
Spontaneous Rate,lab,0.0106563616136713,0.0152639919926472,0.0046076303789758,Spontaneous Rate
T3,lab,0.0045084606827071,0.0068396029693829,0.0023311422866757,T3
T3RU,lab,0.0030446747467632,0.0025857035615959,0.0004589711851672,T3RU
T4,lab,0.0088412670531009,0.0068396029693829,0.002001664083718,T4
TAB A VITE                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,TAB A VITE                                                                                                                                                                                                                                                     
TACROLIMUS                                                                                                                                                                                                                                                     ,adm,0.0004098600620642,0.0024188839769768,0.0020090239149125,TACROLIMUS                                                                                                                                                                                                                                                     
TAGAMET HB                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,TAGAMET HB                                                                                                                                                                                                                                                     
TAMBOCOR                                                                                                                                                                                                                                                       ,adm,0.0002927571871887,0.0005838685461668,0.000291111358978,TAMBOCOR                                                                                                                                                                                                                                                       
TAMIFLU                                                                                                                                                                                                                                                        ,adm,0.0001171028748755,0.0003336391692381,0.0002165362943626,TAMIFLU                                                                                                                                                                                                                                                        
TAMOXIFEN CITRATE                                                                                                                                                                                                                                              ,adm,0.000234205749751,0.0004170489615477,0.0001828432117967,TAMOXIFEN CITRATE                                                                                                                                                                                                                                              
TAMSULOSIN HCL                                                                                                                                                                                                                                                 ,adm,0.0035130862462652,0.0083409792309547,0.0048278929846894,TAMSULOSIN HCL                                                                                                                                                                                                                                                 
TAPAZOLE                                                                                                                                                                                                                                                       ,adm,0.0001756543123132,0.0005838685461668,0.0004082142338535,TAPAZOLE                                                                                                                                                                                                                                                       
TARCEVA                                                                                                                                                                                                                                                        ,adm,0.0001756543123132,8.340979230954757e-05,9.224452000371686e-05,TARCEVA                                                                                                                                                                                                                                                        
TAZTIA XT                                                                                                                                                                                                                                                      ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05,TAZTIA XT                                                                                                                                                                                                                                                      
TEARS AGAIN                                                                                                                                                                                                                                                    ,adm,0.0001171028748755,0.0,0.0001171028748755,TEARS AGAIN                                                                                                                                                                                                                                                    
TECFIDERA                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,TECFIDERA                                                                                                                                                                                                                                                      
TEFLARO                                                                                                                                                                                                                                                        ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05,TEFLARO                                                                                                                                                                                                                                                        
TEGRETOL                                                                                                                                                                                                                                                       ,adm,0.0008197201241285,0.0008340979230954,1.4377798966908354e-05,TEGRETOL                                                                                                                                                                                                                                                       
TEGRETOL XR                                                                                                                                                                                                                                                    ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,TEGRETOL XR                                                                                                                                                                                                                                                    
TEKTURNA                                                                                                                                                                                                                                                       ,adm,0.000234205749751,0.0,0.000234205749751,TEKTURNA                                                                                                                                                                                                                                                       
TELMISARTAN                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,TELMISARTAN                                                                                                                                                                                                                                                    
TELMISARTAN/HYDROCHLOROTHIAZIDE                                                                                                                                                                                                                                ,adm,0.0,0.000166819584619,0.000166819584619,TELMISARTAN/HYDROCHLOROTHIAZIDE                                                                                                                                                                                                                                
TEMAZEPAM                                                                                                                                                                                                                                                      ,adm,0.000702617249253,0.0006672783384763,3.533891077667716e-05,TEMAZEPAM                                                                                                                                                                                                                                                      
TEMODAR                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,TEMODAR                                                                                                                                                                                                                                                        
TEMOVATE                                                                                                                                                                                                                                                       ,adm,0.0,0.0002502293769286,0.0002502293769286,TEMOVATE                                                                                                                                                                                                                                                       
TEMOZOLOMIDE                                                                                                                                                                                                                                                   ,adm,5.855143743775481e-05,0.0002502293769286,0.0001916779394908,TEMOZOLOMIDE                                                                                                                                                                                                                                                   
TENEX                                                                                                                                                                                                                                                          ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,TENEX                                                                                                                                                                                                                                                          
TENOFOVIR DISOPROXIL FUMARATE                                                                                                                                                                                                                                  ,adm,0.0,0.000166819584619,0.000166819584619,TENOFOVIR DISOPROXIL FUMARATE                                                                                                                                                                                                                                  
TENORETIC 100                                                                                                                                                                                                                                                  ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05,TENORETIC 100                                                                                                                                                                                                                                                  
TENORMIN                                                                                                                                                                                                                                                       ,adm,0.0021664031851969,0.0026691133539055,0.0005027101687085,TENORMIN                                                                                                                                                                                                                                                       
TERAZOL 3                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,TERAZOL 3                                                                                                                                                                                                                                                      
TERAZOSIN HCL                                                                                                                                                                                                                                                  ,adm,0.0015223373733816,0.0030027525231437,0.001480415149762,TERAZOSIN HCL                                                                                                                                                                                                                                                  
TERBINAFINE                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,TERBINAFINE                                                                                                                                                                                                                                                    
TERIFLUNOMIDE                                                                                                                                                                                                                                                  ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,TERIFLUNOMIDE                                                                                                                                                                                                                                                  
TESSALON                                                                                                                                                                                                                                                       ,adm,0.0005855143743775,0.0005838685461668,1.6458282107151669e-06,TESSALON                                                                                                                                                                                                                                                       
TESSALON PERLE                                                                                                                                                                                                                                                 ,adm,0.0005855143743775,0.0005004587538572,8.505562052026267e-05,TESSALON PERLE                                                                                                                                                                                                                                                 
TESTOSTERONE                                                                                                                                                                                                                                                   ,adm,0.0004098600620642,0.0005004587538572,9.05986917930018e-05,TESTOSTERONE                                                                                                                                                                                                                                                   
